activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
4.tanh,tanh,4.0,2.9244868755340576,-1.5893069505691528,0.013315116986632347,1.3940743207931519,0.75629061460495,fixed-hybrid,0.133056640625,0.4912109375,0.0020931470207870007,,12,0.0,18000
4.silu,silu,4.0,6.0158371925354,-4.910562038421631,-0.20375461876392365,2.114518642425537,0.41912642121315,fixed-hybrid,0.1053466796875,0.6082763671875,0.0016347719356417656,,12,0.014892578125,18000
2.relu,relu,4.0,2.779282569885254,-2.011815309524536,-0.20691069960594177,1.366503119468689,0.37939453125,fixed-hybrid,0.1099853515625,0.62060546875,0.0005180083098821342,0.016357421875,12,0.62060546875,18500
2.tanh,tanh,4.0,3.112102508544922,-2.3438987731933594,-0.09281773865222931,2.205061435699463,0.653423547744751,fixed-hybrid,0.09228515625,0.5452880859375,0.0005167045746929944,,12,0.0006103515625,18500
2.silu,silu,4.0,3.6231343746185303,-1.9274115562438965,-0.0013685026206076145,2.5150842666625977,0.5089094638824463,fixed-hybrid,0.09033203125,0.5003662109375,0.0005364406388252974,,12,0.01318359375,18500
3.relu,relu,4.0,3.334096908569336,-2.354490041732788,-0.34272581338882446,1.3535104990005493,0.275390625,fixed-hybrid,0.114501953125,0.724609375,0.0005956448148936033,0.01953125,12,0.724609375,18500
3.tanh,tanh,4.0,3.3720197677612305,-2.5777525901794434,-0.011096905916929245,2.221503734588623,0.5915242433547974,fixed-hybrid,0.0958251953125,0.50439453125,0.0010332558304071426,,12,0.001708984375,18500
3.silu,silu,4.0,4.789649963378906,-4.038931369781494,-0.19298945367336273,1.3711473941802979,0.41611769795417786,fixed-hybrid,0.1190185546875,0.62451171875,0.0008499299292452633,,12,0.0108642578125,18500
4.relu,relu,4.0,2.355621099472046,-1.8330185413360596,-0.34801095724105835,1.3654218912124634,0.250732421875,fixed-hybrid,0.1163330078125,0.749267578125,0.001077577006071806,0.029541015625,12,0.749267578125,18500
4.tanh,tanh,4.0,2.9649782180786133,-1.5842746496200562,0.006179962307214737,1.4306116104125977,0.7548667788505554,fixed-hybrid,0.13134765625,0.49560546875,0.001995004713535309,,12,0.0,18500
4.silu,silu,4.0,6.120758056640625,-4.947194576263428,-0.2051805853843689,2.1119158267974854,0.4195294976234436,fixed-hybrid,0.104736328125,0.6077880859375,0.001347287674434483,,12,0.015380859375,18500
2.relu,relu,4.0,2.765002965927124,-2.0200886726379395,-0.20994456112384796,1.373739242553711,0.37646484375,fixed-hybrid,0.113037109375,0.62353515625,0.0004540604422800243,0.0137939453125,12,0.62353515625,19000
2.tanh,tanh,4.0,3.0811336040496826,-2.335793972015381,-0.09041501581668854,2.210684061050415,0.653264045715332,fixed-hybrid,0.0948486328125,0.543212890625,0.0005668813828378916,,12,0.00048828125,19000
2.silu,silu,4.0,3.640613555908203,-1.923701286315918,-0.0005140434950590134,2.517749071121216,0.5089977979660034,fixed-hybrid,0.09228515625,0.500244140625,0.0005375146283768117,,12,0.013916015625,19000
3.relu,relu,4.0,3.320343494415283,-2.3433151245117188,-0.34168654680252075,1.3651787042617798,0.2747802734375,fixed-hybrid,0.1153564453125,0.7252197265625,0.0005922701675444841,0.0211181640625,12,0.7252197265625,19000
3.tanh,tanh,4.0,3.3784854412078857,-2.5786733627319336,-0.010291100479662418,2.2183942794799805,0.5913124084472656,fixed-hybrid,0.0938720703125,0.504638671875,0.0010637259110808372,,12,0.001708984375,19000
3.silu,silu,4.0,4.767618179321289,-4.042926788330078,-0.19257420301437378,1.365188479423523,0.41562163829803467,fixed-hybrid,0.1190185546875,0.6240234375,0.0009165835799649358,,12,0.0115966796875,19000
4.relu,relu,4.0,2.3314990997314453,-1.8132708072662354,-0.34525203704833984,1.3794872760772705,0.2520751953125,fixed-hybrid,0.118408203125,0.7479248046875,0.0010877104941755533,0.031494140625,12,0.7479248046875,19000
4.tanh,tanh,4.0,2.895937204360962,-1.5806852579116821,0.00716471066698432,1.437595009803772,0.7555118203163147,fixed-hybrid,0.1319580078125,0.4954833984375,0.001977561041712761,,12,0.0,19000
4.silu,silu,4.0,6.084270477294922,-4.9562506675720215,-0.20841524004936218,2.086277484893799,0.41937512159347534,fixed-hybrid,0.1015625,0.6063232421875,0.0012282897951081395,,12,0.015380859375,19000
2.relu,relu,4.0,2.772176504135132,-2.0218722820281982,-0.2060726284980774,1.3640239238739014,0.378662109375,fixed-hybrid,0.112548828125,0.621337890625,0.0005168075440451503,0.01513671875,12,0.621337890625,19500
2.tanh,tanh,4.0,3.0760905742645264,-2.3447105884552,-0.09216301888227463,2.204014539718628,0.6521495580673218,fixed-hybrid,0.09375,0.545166015625,0.0005690426914952695,,12,0.00048828125,19500
2.silu,silu,4.0,3.6299521923065186,-1.9283521175384521,-0.0018534641712903976,2.509411334991455,0.5093759298324585,fixed-hybrid,0.0916748046875,0.50048828125,0.000565378344617784,,12,0.0135498046875,19500
3.relu,relu,4.0,3.341733694076538,-2.3460779190063477,-0.34233689308166504,1.3665142059326172,0.2755126953125,fixed-hybrid,0.1134033203125,0.7244873046875,0.0005057826638221741,0.01904296875,12,0.7244873046875,19500
3.tanh,tanh,4.0,3.3753271102905273,-2.5790321826934814,-0.01391713134944439,2.2154669761657715,0.5912975072860718,fixed-hybrid,0.0947265625,0.5052490234375,0.0011140435235574841,,12,0.001708984375,19500
3.silu,silu,4.0,4.698732852935791,-4.01865291595459,-0.1965007483959198,1.3506439924240112,0.4149110019207001,fixed-hybrid,0.119384765625,0.6259765625,0.0010191139299422503,,12,0.010498046875,19500
4.relu,relu,4.0,2.342533826828003,-1.851773977279663,-0.346901535987854,1.3734216690063477,0.254150390625,fixed-hybrid,0.1168212890625,0.745849609375,0.001199175138026476,0.0301513671875,12,0.745849609375,19500
4.tanh,tanh,4.0,2.937042236328125,-1.5878419876098633,0.008084726519882679,1.4248732328414917,0.7555460929870605,fixed-hybrid,0.132568359375,0.494873046875,0.0020201182924211025,,12,0.0,19500
4.silu,silu,4.0,6.06848669052124,-4.957324504852295,-0.21187277138233185,2.0870983600616455,0.4178447723388672,fixed-hybrid,0.1046142578125,0.6064453125,0.0016789187211543322,,12,0.014892578125,19500
2.relu,relu,4.0,2.765094041824341,-2.0168116092681885,-0.20762842893600464,1.3776276111602783,0.37646484375,fixed-hybrid,0.1131591796875,0.62353515625,0.0005004687700420618,0.0147705078125,12,0.62353515625,20000
2.tanh,tanh,4.0,3.085822343826294,-2.3363635540008545,-0.09248469769954681,2.2212438583374023,0.6524020433425903,fixed-hybrid,0.0941162109375,0.5447998046875,0.0005794982425868511,,12,0.0006103515625,20000
2.silu,silu,4.0,3.624821662902832,-1.916320562362671,0.0009846827015280724,2.5074057579040527,0.5103403329849243,fixed-hybrid,0.092529296875,0.4996337890625,0.0005625529447570443,,12,0.013671875,20000
3.relu,relu,4.0,3.306687593460083,-2.3351244926452637,-0.340564489364624,1.3596152067184448,0.2750244140625,fixed-hybrid,0.113525390625,0.7249755859375,0.0005183579633012414,0.01904296875,12,0.7249755859375,20000
3.tanh,tanh,4.0,3.330225944519043,-2.567622184753418,-0.0112349484115839,2.226651191711426,0.5917681455612183,fixed-hybrid,0.0943603515625,0.50537109375,0.001058528432622552,,12,0.0015869140625,20000
3.silu,silu,4.0,4.75791072845459,-4.046258926391602,-0.1965775042772293,1.3408857583999634,0.41473686695098877,fixed-hybrid,0.120361328125,0.626220703125,0.0009692143648862839,,12,0.01171875,20000
4.relu,relu,4.0,2.381864309310913,-1.8522945642471313,-0.3499452471733093,1.3705328702926636,0.25146484375,fixed-hybrid,0.1136474609375,0.74853515625,0.0010380265302956104,0.0302734375,12,0.74853515625,20000
4.tanh,tanh,4.0,2.9916961193084717,-1.5967096090316772,0.011971596628427505,1.4173274040222168,0.7552739977836609,fixed-hybrid,0.1307373046875,0.4925537109375,0.001887476071715355,,12,0.0,20000
4.silu,silu,4.0,6.086302757263184,-4.952778339385986,-0.2111320197582245,2.100177526473999,0.41808828711509705,fixed-hybrid,0.1072998046875,0.6072998046875,0.001496772514656186,,12,0.01416015625,20000
2.relu,relu,4.0,3.5662667751312256,-2.318558692932129,-0.10763132572174072,2.062955856323242,0.4610595703125,calibrated,0.076904296875,0.5389404296875,0.00016229170432779938,0.0064697265625,12,0.5389404296875,0
2.tanh,tanh,4.0,3.387566089630127,-2.10697078704834,-0.0940895825624466,1.935726523399353,0.6468451023101807,calibrated,0.091796875,0.5419921875,0.0001634143409319222,,12,0.000244140625,0
2.silu,silu,4.0,4.726173400878906,-2.459658622741699,0.14490623772144318,2.766913414001465,0.5595003366470337,calibrated,0.071533203125,0.4478759765625,0.0001541602541692555,,12,0.01513671875,0
3.relu,relu,4.0,6.903501987457275,-3.6992132663726807,-0.13446614146232605,2.9752590656280518,0.455810546875,calibrated,0.0654296875,0.544189453125,0.00037999943015165627,0.010009765625,12,0.544189453125,0
3.tanh,tanh,4.0,5.158679485321045,-3.1797642707824707,0.03760794550180435,2.980739116668701,0.48140451312065125,calibrated,0.0516357421875,0.4906005859375,0.00022602497483603656,,12,0.024169921875,0
3.silu,silu,4.0,4.772119045257568,-2.796013355255127,-0.09791438281536102,3.0424437522888184,0.49259328842163086,calibrated,0.0699462890625,0.533935546875,0.00037125175003893673,,12,0.0185546875,0
4.relu,relu,4.0,5.05336332321167,-3.523836135864258,-0.15568366646766663,3.3523244857788086,0.4512939453125,calibrated,0.059814453125,0.5487060546875,0.0007304653991013765,0.0089111328125,12,0.5487060546875,0
4.tanh,tanh,4.0,5.5828022956848145,-3.3576200008392334,0.19371026754379272,4.002070426940918,0.4336259961128235,calibrated,0.046875,0.45458984375,0.0005091317580081522,,12,0.062255859375,0
4.silu,silu,4.0,6.643590927124023,-4.119444847106934,-0.7051485180854797,2.5951128005981445,0.36445409059524536,calibrated,0.04638671875,0.682861328125,0.0004458476905710995,,12,0.0255126953125,0
2.relu,relu,4.0,3.6039109230041504,-2.2648258209228516,-0.11092688143253326,2.0222225189208984,0.4586181640625,calibrated,0.074951171875,0.5413818359375,0.0001609607134014368,0.007568359375,12,0.5413818359375,500
2.tanh,tanh,4.0,3.417867660522461,-1.9594762325286865,-0.1183493509888649,1.8373605012893677,0.6612381935119629,calibrated,0.087890625,0.5528564453125,0.0002276515297126025,,12,0.000244140625,500
2.silu,silu,4.0,4.244400501251221,-2.3548712730407715,0.15486274659633636,2.6323964595794678,0.563552737236023,calibrated,0.0760498046875,0.444580078125,0.00013006934022996575,,12,0.0130615234375,500
3.relu,relu,4.0,6.057251453399658,-3.4863245487213135,-0.10995710641145706,2.6777753829956055,0.4603271484375,calibrated,0.066650390625,0.5396728515625,0.0005603373283520341,0.0084228515625,12,0.5396728515625,500
3.tanh,tanh,4.0,4.772345542907715,-2.99357271194458,0.01828434318304062,2.7564098834991455,0.5033125877380371,calibrated,0.0577392578125,0.4937744140625,0.00035211932845413685,,12,0.01611328125,500
3.silu,silu,4.0,4.414500713348389,-2.6371171474456787,-0.12019932270050049,2.782155990600586,0.4876363277435303,calibrated,0.0706787109375,0.5419921875,0.0003273230395279825,,12,0.0185546875,500
4.relu,relu,4.0,4.944971561431885,-3.464824914932251,-0.23329287767410278,3.126317262649536,0.4326171875,calibrated,0.0592041015625,0.5673828125,0.0008459824603050947,0.0118408203125,12,0.5673828125,500
4.tanh,tanh,4.0,4.8148298263549805,-2.979653835296631,0.21914422512054443,3.3440630435943604,0.4935745894908905,calibrated,0.0567626953125,0.43994140625,0.0005820823134854436,,12,0.03076171875,500
4.silu,silu,4.0,6.278506278991699,-4.0635085105896,-0.6126455664634705,2.6793417930603027,0.3726760745048523,calibrated,0.05126953125,0.6768798828125,0.0005328470142558217,,12,0.0255126953125,500
2.relu,relu,4.0,3.5094592571258545,-2.2510499954223633,-0.10025743395090103,1.9819812774658203,0.4576416015625,calibrated,0.0777587890625,0.5423583984375,0.00012223418161738664,0.0045166015625,12,0.5423583984375,1000
2.tanh,tanh,4.0,3.323995351791382,-1.9244484901428223,-0.11958684027194977,1.7826858758926392,0.6674458384513855,calibrated,0.0892333984375,0.553955078125,0.00019539814093150198,,12,0.0001220703125,1000
2.silu,silu,4.0,4.165107250213623,-2.3652822971343994,0.15149319171905518,2.58650279045105,0.5641534924507141,calibrated,0.07763671875,0.4425048828125,0.00014790386194363236,,12,0.0115966796875,1000
3.relu,relu,4.0,5.7630767822265625,-3.3751091957092285,-0.10554210841655731,2.638354539871216,0.4625244140625,calibrated,0.0692138671875,0.5374755859375,0.0003909823135472834,0.0078125,12,0.5374755859375,1000
3.tanh,tanh,4.0,4.5233330726623535,-2.8877696990966797,0.005420033819973469,2.6588339805603027,0.5139836072921753,calibrated,0.0625,0.498046875,0.00023072320618666708,,12,0.0118408203125,1000
3.silu,silu,4.0,4.240219593048096,-2.6074461936950684,-0.13475783169269562,2.6971189975738525,0.48393088579177856,calibrated,0.065673828125,0.5445556640625,0.00037827351479791105,,12,0.01806640625,1000
4.relu,relu,4.0,4.799724578857422,-3.302947759628296,-0.24006682634353638,2.9866714477539062,0.425537109375,calibrated,0.058349609375,0.574462890625,0.0006561565678566694,0.00927734375,12,0.574462890625,1000
4.tanh,tanh,4.0,4.50234317779541,-2.8173727989196777,0.21823948621749878,3.144266128540039,0.5111086368560791,calibrated,0.0616455078125,0.4354248046875,0.0005954988300800323,,12,0.02099609375,1000
4.silu,silu,4.0,6.156595230102539,-3.9515883922576904,-0.5745066404342651,2.7180302143096924,0.3765648603439331,calibrated,0.054443359375,0.6710205078125,0.0004314235702622682,,12,0.0262451171875,1000
2.relu,relu,4.0,3.5750577449798584,-2.2496116161346436,-0.10722684860229492,1.948386788368225,0.4554443359375,calibrated,0.0772705078125,0.5445556640625,0.0001386270741932094,0.0062255859375,12,0.5445556640625,1500
2.tanh,tanh,4.0,3.2603485584259033,-1.8913100957870483,-0.12944453954696655,1.7422062158584595,0.6688970327377319,calibrated,0.085205078125,0.558349609375,0.00016236817464232445,,12,0.0001220703125,1500
2.silu,silu,4.0,4.075284004211426,-2.3304672241210938,0.15823134779930115,2.588710069656372,0.5642437934875488,calibrated,0.0777587890625,0.443115234375,0.000170051003806293,,12,0.0096435546875,1500
3.relu,relu,4.0,5.685123443603516,-3.3547701835632324,-0.12036702036857605,2.6070306301116943,0.4573974609375,calibrated,0.0692138671875,0.5426025390625,0.000327756890328601,0.0074462890625,12,0.5426025390625,1500
3.tanh,tanh,4.0,4.476968288421631,-2.840484619140625,-0.0001457429025322199,2.5762531757354736,0.5223690867424011,calibrated,0.06396484375,0.5001220703125,0.00026945857098326087,,12,0.010009765625,1500
3.silu,silu,4.0,4.171184539794922,-2.5400590896606445,-0.16314269602298737,2.611985206604004,0.4747451841831207,calibrated,0.062744140625,0.556396484375,0.00034974690061062574,,12,0.0223388671875,1500
4.relu,relu,4.0,4.743636608123779,-3.188995122909546,-0.2372995913028717,2.962470531463623,0.4237060546875,calibrated,0.0628662109375,0.5762939453125,0.0006098832818679512,0.009033203125,12,0.5762939453125,1500
4.tanh,tanh,4.0,4.1827712059021,-2.6795828342437744,0.23121461272239685,3.0142078399658203,0.5236681699752808,calibrated,0.062255859375,0.4276123046875,0.0005591551307588816,,12,0.0157470703125,1500
4.silu,silu,4.0,5.909414291381836,-3.829845905303955,-0.5564115047454834,2.6980061531066895,0.3771342635154724,calibrated,0.0560302734375,0.670166015625,0.00039193459087982774,,12,0.022216796875,1500
2.relu,relu,4.0,3.596327304840088,-2.249262809753418,-0.11762341856956482,1.907511830329895,0.4508056640625,calibrated,0.078857421875,0.5491943359375,0.0001228398032253608,0.0064697265625,12,0.5491943359375,2000
2.tanh,tanh,4.0,3.150852918624878,-1.8633567094802856,-0.1315661370754242,1.7264087200164795,0.6710092425346375,calibrated,0.08349609375,0.554443359375,0.00020668642537202686,,12,0.0001220703125,2000
2.silu,silu,4.0,4.037320613861084,-2.314981460571289,0.145640030503273,2.5520832538604736,0.5619155764579773,calibrated,0.0771484375,0.4456787109375,0.0001664923329371959,,12,0.0093994140625,2000
3.relu,relu,4.0,5.573420524597168,-3.296755313873291,-0.12611128389835358,2.5406618118286133,0.455810546875,calibrated,0.0712890625,0.544189453125,0.00033247677492909133,0.009765625,12,0.544189453125,2000
3.tanh,tanh,4.0,4.295828342437744,-2.739333391189575,-0.001940505113452673,2.544767141342163,0.5276885032653809,calibrated,0.0631103515625,0.500732421875,0.00030540197622030973,,12,0.0089111328125,2000
3.silu,silu,4.0,3.981438398361206,-2.550443410873413,-0.18076962232589722,2.567681074142456,0.46930140256881714,calibrated,0.0635986328125,0.560791015625,0.0003826941247098148,,12,0.020263671875,2000
4.relu,relu,4.0,4.627904891967773,-3.116560220718384,-0.2373124659061432,2.9397151470184326,0.4190673828125,calibrated,0.06494140625,0.5809326171875,0.0005204207263886929,0.0101318359375,12,0.5809326171875,2000
4.tanh,tanh,4.0,3.9343395233154297,-2.553356885910034,0.22514501214027405,2.8775908946990967,0.5381037592887878,calibrated,0.068115234375,0.4234619140625,0.0005919021787121892,,12,0.010986328125,2000
4.silu,silu,4.0,5.761134147644043,-3.7864041328430176,-0.5143038034439087,2.6703224182128906,0.382881224155426,calibrated,0.06298828125,0.663330078125,0.0004302307788748294,,12,0.0262451171875,2000
2.relu,relu,4.0,3.5582234859466553,-2.198214292526245,-0.11772479861974716,1.8780626058578491,0.450927734375,calibrated,0.0819091796875,0.549072265625,0.0001669457124080509,0.006103515625,12,0.549072265625,2500
2.tanh,tanh,4.0,3.111403703689575,-1.8494731187820435,-0.12860989570617676,1.709423542022705,0.6705381870269775,calibrated,0.0859375,0.555419921875,0.00017775906599126756,,12,0.0001220703125,2500
2.silu,silu,4.0,3.9668285846710205,-2.283318281173706,0.14192771911621094,2.514627456665039,0.5607182383537292,calibrated,0.0804443359375,0.4459228515625,0.00014274721615947783,,12,0.00927734375,2500
3.relu,relu,4.0,5.383269786834717,-3.2860074043273926,-0.13086816668510437,2.5196197032928467,0.4527587890625,calibrated,0.0723876953125,0.5472412109375,0.00031468766974285245,0.0078125,12,0.5472412109375,2500
3.tanh,tanh,4.0,4.099545001983643,-2.7080678939819336,-0.01387903280556202,2.4948923587799072,0.5306569337844849,calibrated,0.066162109375,0.5037841796875,0.000343475432600826,,12,0.0076904296875,2500
3.silu,silu,4.0,3.896860361099243,-2.5245888233184814,-0.18617506325244904,2.4856464862823486,0.4648393988609314,calibrated,0.0694580078125,0.564453125,0.0002614778059069067,,12,0.020751953125,2500
4.relu,relu,4.0,4.449918270111084,-3.0305333137512207,-0.2528654932975769,2.8290750980377197,0.416259765625,calibrated,0.067138671875,0.583740234375,0.0006683538667857647,0.0096435546875,12,0.583740234375,2500
