activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
3.relu,relu,4.0,3.7136900424957275,-2.3788037300109863,-0.34505531191825867,1.5691568851470947,0.2916259765625,fixed-hybrid,0.1043701171875,0.7083740234375,0.0005740558844991028,0.020263671875,12,0.7083740234375,11000
3.tanh,tanh,4.0,3.1113390922546387,-2.435439109802246,-0.026355762034654617,2.256927490234375,0.5725624561309814,fixed-hybrid,0.075439453125,0.5107421875,0.0008680344908498228,,12,0.000732421875,11000
3.silu,silu,4.0,4.404399871826172,-3.654205560684204,-0.2095552384853363,1.546923279762268,0.4160214066505432,fixed-hybrid,0.112060546875,0.6197509765625,0.0005892657209187746,,12,0.010009765625,11000
4.relu,relu,4.0,2.5077672004699707,-1.6170908212661743,-0.2846187651157379,1.5199520587921143,0.2945556640625,fixed-hybrid,0.12158203125,0.7054443359375,0.0008475057547912002,0.0262451171875,12,0.7054443359375,11000
4.tanh,tanh,4.0,2.914201021194458,-1.417908787727356,0.049296796321868896,1.403998613357544,0.7938876152038574,fixed-hybrid,0.161865234375,0.460693359375,0.0017633907264098525,,12,0.0,11000
4.silu,silu,4.0,6.04146671295166,-4.643845558166504,-0.21386180818080902,2.0922155380249023,0.4090363383293152,fixed-hybrid,0.11181640625,0.6160888671875,0.0008659842424094677,,12,0.014404296875,11000
2.relu,relu,4.0,2.7964208126068115,-1.9842075109481812,-0.22374862432479858,1.4405882358551025,0.3721923828125,fixed-hybrid,0.111083984375,0.6278076171875,0.00038268769276328385,0.0162353515625,12,0.6278076171875,11500
2.tanh,tanh,4.0,3.008086681365967,-2.2173988819122314,-0.09668947756290436,2.0767548084259033,0.6609113216400146,fixed-hybrid,0.095947265625,0.5457763671875,0.0006096407305449247,,12,0.0001220703125,11500
2.silu,silu,4.0,3.5267081260681152,-1.905274510383606,-0.016521545127034187,2.4450430870056152,0.5069632530212402,fixed-hybrid,0.0946044921875,0.508056640625,0.00047886514221318066,,12,0.0155029296875,11500
3.relu,relu,4.0,3.4395689964294434,-2.360694169998169,-0.35013705492019653,1.3883591890335083,0.2783203125,fixed-hybrid,0.1151123046875,0.7216796875,0.0005704967770725489,0.0225830078125,12,0.7216796875,11500
3.tanh,tanh,4.0,3.0269112586975098,-2.2569799423217773,-0.017694251611828804,2.1967477798461914,0.5916529893875122,fixed-hybrid,0.08935546875,0.508056640625,0.0010562955867499113,,12,0.000244140625,11500
3.silu,silu,4.0,4.397646427154541,-3.768787384033203,-0.20938435196876526,1.538743019104004,0.414974182844162,fixed-hybrid,0.114990234375,0.62158203125,0.0006612955476157367,,12,0.0125732421875,11500
4.relu,relu,4.0,2.2539689540863037,-1.6825865507125854,-0.3209131360054016,1.4370263814926147,0.2763671875,fixed-hybrid,0.1187744140625,0.7236328125,0.0008523868746124208,0.0301513671875,12,0.7236328125,11500
4.tanh,tanh,4.0,2.8600831031799316,-1.5485916137695312,0.02566782757639885,1.5044589042663574,0.7447198629379272,fixed-hybrid,0.12451171875,0.4840087890625,0.0024002855643630028,,12,0.0,11500
4.silu,silu,4.0,5.922472953796387,-4.750322341918945,-0.1995585560798645,2.1827149391174316,0.4262436628341675,fixed-hybrid,0.09716796875,0.5965576171875,0.00130091339815408,,12,0.0147705078125,11500
2.relu,relu,4.0,2.762645959854126,-1.9965521097183228,-0.22037336230278015,1.4498239755630493,0.375244140625,fixed-hybrid,0.1102294921875,0.624755859375,0.000436801346950233,0.0142822265625,12,0.624755859375,12000
2.tanh,tanh,4.0,2.973802089691162,-2.2267329692840576,-0.0968245416879654,2.1123437881469727,0.6583812236785889,fixed-hybrid,0.0970458984375,0.5479736328125,0.0005636530695483088,,12,0.0,12000
2.silu,silu,4.0,3.5425612926483154,-1.8696341514587402,-0.01219111867249012,2.4479029178619385,0.5083514451980591,fixed-hybrid,0.092529296875,0.505615234375,0.0004926392575725913,,12,0.014404296875,12000
3.relu,relu,4.0,3.358489751815796,-2.3248682022094727,-0.35299867391586304,1.3798245191574097,0.27978515625,fixed-hybrid,0.1171875,0.72021484375,0.0006243266398087144,0.02099609375,12,0.72021484375,12000
3.tanh,tanh,4.0,3.237011671066284,-2.4064648151397705,-0.0160413458943367,2.198115825653076,0.588833212852478,fixed-hybrid,0.0843505859375,0.50732421875,0.0009257604251615703,,12,0.0008544921875,12000
3.silu,silu,4.0,4.408454418182373,-3.815000534057617,-0.20140257477760315,1.507643461227417,0.4156712293624878,fixed-hybrid,0.1156005859375,0.618896484375,0.0005770667921751738,,12,0.012451171875,12000
4.relu,relu,4.0,2.3718159198760986,-1.733996033668518,-0.34024202823638916,1.4637258052825928,0.2681884765625,fixed-hybrid,0.1134033203125,0.7318115234375,0.0009691120940260589,0.023193359375,12,0.7318115234375,12000
4.tanh,tanh,4.0,2.8533401489257812,-1.5129117965698242,0.0242026187479496,1.557124376296997,0.741146981716156,fixed-hybrid,0.1158447265625,0.486572265625,0.0015981444157660007,,12,0.0,12000
4.silu,silu,4.0,6.063321113586426,-4.798907279968262,-0.2228369414806366,2.2081692218780518,0.4245994985103607,fixed-hybrid,0.0882568359375,0.6024169921875,0.0010153971379622817,,12,0.0150146484375,12000
2.relu,relu,4.0,2.7616491317749023,-1.9870941638946533,-0.21949651837348938,1.4369148015975952,0.3773193359375,fixed-hybrid,0.111572265625,0.6226806640625,0.00042128993663936853,0.013916015625,12,0.6226806640625,12500
2.tanh,tanh,4.0,3.014698028564453,-2.2540283203125,-0.09219241142272949,2.1208319664001465,0.6571241617202759,fixed-hybrid,0.0947265625,0.5440673828125,0.0006898819701746106,,12,0.000244140625,12500
2.silu,silu,4.0,3.520292043685913,-1.8693556785583496,-0.0008814840111881495,2.4889144897460938,0.5106759071350098,fixed-hybrid,0.0899658203125,0.500244140625,0.00048674200661480427,,12,0.014892578125,12500
3.relu,relu,4.0,3.3461740016937256,-2.3060741424560547,-0.34250137209892273,1.2998106479644775,0.2769775390625,fixed-hybrid,0.115966796875,0.7230224609375,0.0007387030054815114,0.02197265625,12,0.7230224609375,12500
3.tanh,tanh,4.0,3.3626816272735596,-2.4412193298339844,-0.01768011972308159,2.1831469535827637,0.5921993255615234,fixed-hybrid,0.08935546875,0.508544921875,0.0010368528310209513,,12,0.0010986328125,12500
3.silu,silu,4.0,4.511528491973877,-3.8793745040893555,-0.1927986741065979,1.455597996711731,0.41911813616752625,fixed-hybrid,0.11572265625,0.6107177734375,0.0005473203491419554,,12,0.0120849609375,12500
4.relu,relu,4.0,2.3885538578033447,-1.7503422498703003,-0.351635217666626,1.414961576461792,0.2626953125,fixed-hybrid,0.1104736328125,0.7373046875,0.0007992882747203112,0.0196533203125,12,0.7373046875,12500
4.tanh,tanh,4.0,2.888017177581787,-1.5141984224319458,0.01687406189739704,1.5318739414215088,0.7486242651939392,fixed-hybrid,0.1190185546875,0.4903564453125,0.001715557649731636,,12,0.0,12500
4.silu,silu,4.0,6.127909183502197,-4.8203511238098145,-0.1995372325181961,2.2419958114624023,0.4278889000415802,fixed-hybrid,0.092041015625,0.5963134765625,0.0008904948481358588,,12,0.0150146484375,12500
2.relu,relu,4.0,2.7425458431243896,-2.0005500316619873,-0.20747670531272888,1.445957899093628,0.3834228515625,fixed-hybrid,0.1121826171875,0.6165771484375,0.00048044262803159654,0.0159912109375,12,0.6165771484375,13000
2.tanh,tanh,4.0,3.0340304374694824,-2.2468483448028564,-0.08778269588947296,2.145151376724243,0.6595016717910767,fixed-hybrid,0.095458984375,0.543701171875,0.0006148917600512505,,12,0.000244140625,13000
2.silu,silu,4.0,3.5639827251434326,-1.8760595321655273,-0.011413408443331718,2.44810152053833,0.5080975294113159,fixed-hybrid,0.091552734375,0.50439453125,0.0005730933044105768,,12,0.0142822265625,13000
3.relu,relu,4.0,3.253504514694214,-2.3085575103759766,-0.3626471161842346,1.323702096939087,0.27001953125,fixed-hybrid,0.1112060546875,0.72998046875,0.0005572247901000082,0.0220947265625,12,0.72998046875,13000
3.tanh,tanh,4.0,3.328958749771118,-2.499861240386963,-0.032990701496601105,2.1708085536956787,0.5897167325019836,fixed-hybrid,0.0906982421875,0.5137939453125,0.0010502430377528071,,12,0.001220703125,13000
3.silu,silu,4.0,4.578167915344238,-3.878796100616455,-0.1956304907798767,1.3939528465270996,0.41709741950035095,fixed-hybrid,0.11474609375,0.6141357421875,0.0008487395825795829,,12,0.01171875,13000
4.relu,relu,4.0,2.499713897705078,-1.7410238981246948,-0.33402019739151,1.4927115440368652,0.2559814453125,fixed-hybrid,0.11474609375,0.7440185546875,0.0012981651816517115,0.0302734375,12,0.7440185546875,13000
4.tanh,tanh,4.0,2.9418230056762695,-1.523634672164917,-0.00400654599070549,1.5893205404281616,0.7439746260643005,fixed-hybrid,0.1199951171875,0.5030517578125,0.0021025552414357662,,12,0.0,13000
4.silu,silu,4.0,6.059478759765625,-4.79374361038208,-0.16347602009773254,2.2429494857788086,0.4354362189769745,fixed-hybrid,0.105224609375,0.587158203125,0.0008465091814287007,,12,0.013916015625,13000
2.relu,relu,4.0,2.776801824569702,-1.9983038902282715,-0.2073231041431427,1.3782087564468384,0.37841796875,fixed-hybrid,0.11181640625,0.62158203125,0.0004973254981450737,0.0140380859375,12,0.62158203125,13500
2.tanh,tanh,4.0,3.005059003829956,-2.2463061809539795,-0.09419432282447815,2.137545585632324,0.65888512134552,fixed-hybrid,0.0985107421875,0.547607421875,0.0007119404617697,,12,0.000244140625,13500
2.silu,silu,4.0,3.5360302925109863,-1.8746401071548462,-0.005895831156522036,2.466508150100708,0.5088226795196533,fixed-hybrid,0.0943603515625,0.5029296875,0.0006232531741261482,,12,0.0130615234375,13500
3.relu,relu,4.0,3.2456092834472656,-2.2834482192993164,-0.3643466830253601,1.3429489135742188,0.26220703125,fixed-hybrid,0.1102294921875,0.73779296875,0.0006563402712345123,0.024169921875,12,0.73779296875,13500
3.tanh,tanh,4.0,3.346588611602783,-2.511361837387085,-0.041856467723846436,2.2023301124572754,0.5937964916229248,fixed-hybrid,0.091064453125,0.5166015625,0.001259109005331993,,12,0.0013427734375,13500
3.silu,silu,4.0,4.558840751647949,-3.919764280319214,-0.19080975651741028,1.365759253501892,0.4170514941215515,fixed-hybrid,0.117919921875,0.6141357421875,0.0008712701383046806,,12,0.010986328125,13500
4.relu,relu,4.0,2.5573158264160156,-1.7331753969192505,-0.35662782192230225,1.4981619119644165,0.24951171875,fixed-hybrid,0.109130859375,0.75048828125,0.001416818704456091,0.029296875,12,0.75048828125,13500
4.tanh,tanh,4.0,2.9987237453460693,-1.5836745500564575,0.002700140932574868,1.5517911911010742,0.748762845993042,fixed-hybrid,0.119384765625,0.4981689453125,0.0024558024015277624,,12,0.0001220703125,13500
4.silu,silu,4.0,6.012908935546875,-4.869235038757324,-0.20024555921554565,2.156160831451416,0.42490246891975403,fixed-hybrid,0.104736328125,0.6046142578125,0.001070501864887774,,12,0.0169677734375,13500
2.relu,relu,4.0,2.805147647857666,-1.996327519416809,-0.2077719271183014,1.3887779712677002,0.380615234375,fixed-hybrid,0.1114501953125,0.619384765625,0.0004379659076221287,0.014404296875,12,0.619384765625,14000
2.tanh,tanh,4.0,3.0125131607055664,-2.2483935356140137,-0.08954035490751266,2.1749210357666016,0.6567712426185608,fixed-hybrid,0.0955810546875,0.5469970703125,0.0005798515630885959,,12,0.000244140625,14000
2.silu,silu,4.0,3.5217068195343018,-1.9127604961395264,-0.005230696871876717,2.456542491912842,0.5086286664009094,fixed-hybrid,0.09130859375,0.5032958984375,0.0005664722411893308,,12,0.0126953125,14000
3.relu,relu,4.0,3.2392890453338623,-2.2584753036499023,-0.36159366369247437,1.3466670513153076,0.262939453125,fixed-hybrid,0.11181640625,0.737060546875,0.0007574423216283321,0.0218505859375,12,0.737060546875,14000
3.tanh,tanh,4.0,3.3433823585510254,-2.50278902053833,-0.04586688429117203,2.232513189315796,0.5918455123901367,fixed-hybrid,0.0955810546875,0.5201416015625,0.0010835891589522362,,12,0.0013427734375,14000
3.silu,silu,4.0,4.623579025268555,-3.9469358921051025,-0.19632086157798767,1.3606661558151245,0.4166748523712158,fixed-hybrid,0.120849609375,0.6143798828125,0.0009191900608129799,,12,0.010986328125,14000
4.relu,relu,4.0,2.5435757637023926,-1.72699773311615,-0.3624248504638672,1.5080721378326416,0.2418212890625,fixed-hybrid,0.1131591796875,0.7581787109375,0.0012246656697243452,0.0294189453125,12,0.7581787109375,14000
4.tanh,tanh,4.0,3.014925956726074,-1.581197738647461,0.001855045324191451,1.6060210466384888,0.7431024312973022,fixed-hybrid,0.119873046875,0.4989013671875,0.0020965952426195145,,12,0.0001220703125,14000
4.silu,silu,4.0,6.0949296951293945,-4.887617588043213,-0.20182357728481293,2.1153295040130615,0.4239369332790375,fixed-hybrid,0.1033935546875,0.6075439453125,0.0011884050909429789,,12,0.015625,14000
2.relu,relu,4.0,2.7794930934906006,-2.001706600189209,-0.2102898359298706,1.3566992282867432,0.379638671875,fixed-hybrid,0.1121826171875,0.620361328125,0.0005406838608905673,0.0157470703125,12,0.620361328125,14500
2.tanh,tanh,4.0,3.0286872386932373,-2.268850564956665,-0.08326012641191483,2.160975933074951,0.6575667858123779,fixed-hybrid,0.09814453125,0.54345703125,0.0005971575737930834,,12,0.000244140625,14500
2.silu,silu,4.0,3.545313835144043,-1.9145532846450806,-0.006502335891127586,2.456740379333496,0.5075759291648865,fixed-hybrid,0.0933837890625,0.5035400390625,0.0005664369673468173,,12,0.0137939453125,14500
3.relu,relu,4.0,3.24252986907959,-2.2777099609375,-0.3717389404773712,1.344703197479248,0.2562255859375,fixed-hybrid,0.111083984375,0.7437744140625,0.0005653501721099019,0.0234375,12,0.7437744140625,14500
3.tanh,tanh,4.0,3.352266788482666,-2.4978697299957275,-0.05092409625649452,2.2286019325256348,0.5931674838066101,fixed-hybrid,0.093017578125,0.522216796875,0.0010248260805383325,,12,0.001220703125,14500
3.silu,silu,4.0,4.6660919189453125,-3.9653055667877197,-0.20044569671154022,1.365010380744934,0.41451185941696167,fixed-hybrid,0.11767578125,0.6165771484375,0.0010482317302376032,,12,0.009765625,14500
4.relu,relu,4.0,2.6196041107177734,-1.7373337745666504,-0.34602776169776917,1.5150692462921143,0.2470703125,fixed-hybrid,0.1146240234375,0.7529296875,0.0010695077944546938,0.02783203125,12,0.7529296875,14500
4.tanh,tanh,4.0,2.9416275024414062,-1.5605425834655762,0.004349851049482822,1.5260449647903442,0.7522445917129517,fixed-hybrid,0.12353515625,0.497802734375,0.002574872225522995,,12,0.0,14500
4.silu,silu,4.0,5.908679962158203,-4.831661701202393,-0.19104987382888794,2.057499885559082,0.4259890913963318,fixed-hybrid,0.1015625,0.599365234375,0.0013829979579895735,,12,0.015869140625,14500
2.relu,relu,4.0,2.747432231903076,-1.9864379167556763,-0.21975737810134888,1.3332679271697998,0.37451171875,fixed-hybrid,0.11328125,0.62548828125,0.0004975050105713308,0.0162353515625,12,0.62548828125,15000
2.tanh,tanh,4.0,3.082958936691284,-2.2933754920959473,-0.08463393151760101,2.1989047527313232,0.6541507244110107,fixed-hybrid,0.0936279296875,0.5401611328125,0.0005785467801615596,,12,0.00048828125,15000
2.silu,silu,4.0,3.6041531562805176,-1.913092851638794,0.0019192215986549854,2.4824488162994385,0.5105867385864258,fixed-hybrid,0.0911865234375,0.49853515625,0.000505926669575274,,12,0.013427734375,15000
3.relu,relu,4.0,3.3825020790100098,-2.3513989448547363,-0.3648748993873596,1.4066765308380127,0.271484375,fixed-hybrid,0.11279296875,0.728515625,0.0007363586337305605,0.021728515625,12,0.728515625,15000
3.tanh,tanh,4.0,3.3090224266052246,-2.511953115463257,-0.019987167790532112,2.2418439388275146,0.5944678783416748,fixed-hybrid,0.0946044921875,0.5101318359375,0.0012334525818005204,,12,0.001220703125,15000
3.silu,silu,4.0,4.577528953552246,-3.9214847087860107,-0.20979176461696625,1.3700140714645386,0.41245415806770325,fixed-hybrid,0.115478515625,0.6282958984375,0.0010468988912180066,,12,0.0091552734375,15000
4.relu,relu,4.0,2.396129608154297,-1.799765944480896,-0.3487081527709961,1.4226771593093872,0.2447509765625,fixed-hybrid,0.118896484375,0.7552490234375,0.0012249583378434181,0.0311279296875,12,0.7552490234375,15000
4.tanh,tanh,4.0,2.874765157699585,-1.6354479789733887,0.018431875854730606,1.5212293863296509,0.743890643119812,fixed-hybrid,0.1256103515625,0.489013671875,0.002860456006601453,,12,0.0,15000
4.silu,silu,4.0,5.885103702545166,-4.881969928741455,-0.19627410173416138,2.0935897827148438,0.4211791753768921,fixed-hybrid,0.1051025390625,0.603271484375,0.0014261186588555574,,12,0.014404296875,15000
2.relu,relu,4.0,2.7690212726593018,-1.9949963092803955,-0.21342559158802032,1.3636261224746704,0.3790283203125,fixed-hybrid,0.1121826171875,0.6209716796875,0.0004294246027711779,0.013427734375,12,0.6209716796875,15500
2.tanh,tanh,4.0,3.0822811126708984,-2.3269169330596924,-0.08482667803764343,2.1998655796051025,0.6527727246284485,fixed-hybrid,0.0948486328125,0.5430908203125,0.0006004040478728712,,12,0.0006103515625,15500
2.silu,silu,4.0,3.601543664932251,-1.9194303750991821,-0.005775377154350281,2.4874794483184814,0.5084405541419983,fixed-hybrid,0.091796875,0.5025634765625,0.0005623847246170044,,12,0.0128173828125,15500
3.relu,relu,4.0,3.363837718963623,-2.3602051734924316,-0.36427557468414307,1.3918811082839966,0.273681640625,fixed-hybrid,0.1080322265625,0.726318359375,0.0004648614558391273,0.0174560546875,12,0.726318359375,15500
3.tanh,tanh,4.0,3.31937313079834,-2.520019769668579,-0.02269352599978447,2.238471031188965,0.5935132503509521,fixed-hybrid,0.0975341796875,0.5106201171875,0.0009155886364169419,,12,0.001220703125,15500
3.silu,silu,4.0,4.5960588455200195,-3.93933367729187,-0.20179641246795654,1.3819999694824219,0.41500404477119446,fixed-hybrid,0.1177978515625,0.623046875,0.0009506519418209791,,12,0.0098876953125,15500
4.relu,relu,4.0,2.340670585632324,-1.8356252908706665,-0.3357848525047302,1.4020068645477295,0.2503662109375,fixed-hybrid,0.119873046875,0.7496337890625,0.0014155721291899681,0.0306396484375,12,0.7496337890625,15500
4.tanh,tanh,4.0,2.9132556915283203,-1.6341865062713623,0.024909473955631256,1.5186924934387207,0.7401129603385925,fixed-hybrid,0.12353515625,0.4835205078125,0.00202050874941051,,12,0.0,15500
4.silu,silu,4.0,6.018605709075928,-4.948145389556885,-0.20538677275180817,2.087836265563965,0.42081591486930847,fixed-hybrid,0.1009521484375,0.6033935546875,0.0011653902474790812,,12,0.0142822265625,15500
2.relu,relu,4.0,2.7881510257720947,-2.001800298690796,-0.21684038639068604,1.3661869764328003,0.379150390625,fixed-hybrid,0.11181640625,0.620849609375,0.0004296134284231812,0.015869140625,12,0.620849609375,16000
2.tanh,tanh,4.0,3.117880344390869,-2.327057361602783,-0.09104900062084198,2.2323145866394043,0.6541761159896851,fixed-hybrid,0.09326171875,0.5440673828125,0.000609719951171428,,12,0.0006103515625,16000
2.silu,silu,4.0,3.6033363342285156,-1.9164118766784668,-0.003971768543124199,2.499107837677002,0.5086455345153809,fixed-hybrid,0.09326171875,0.5018310546875,0.0005254287971183658,,12,0.01220703125,16000
3.relu,relu,4.0,3.3817806243896484,-2.3676764965057373,-0.3562588691711426,1.3814823627471924,0.276123046875,fixed-hybrid,0.1068115234375,0.723876953125,0.0004792007675860077,0.0177001953125,12,0.723876953125,16000
3.tanh,tanh,4.0,3.318010091781616,-2.5263617038726807,-0.02567625418305397,2.209158420562744,0.5933889150619507,fixed-hybrid,0.09521484375,0.512939453125,0.000990052823908627,,12,0.0015869140625,16000
3.silu,silu,4.0,4.6542067527771,-3.968235969543457,-0.20120877027511597,1.39512300491333,0.41600221395492554,fixed-hybrid,0.115966796875,0.6212158203125,0.0008648611837998033,,12,0.010498046875,16000
4.relu,relu,4.0,2.3259706497192383,-1.8272645473480225,-0.34418976306915283,1.3584725856781006,0.2498779296875,fixed-hybrid,0.1165771484375,0.7501220703125,0.0008588720811530948,0.0255126953125,12,0.7501220703125,16000
4.tanh,tanh,4.0,2.9013164043426514,-1.60489022731781,0.01699553243815899,1.4912718534469604,0.7481051087379456,fixed-hybrid,0.1290283203125,0.4891357421875,0.0019543298985809088,,12,0.0,16000
4.silu,silu,4.0,5.96340274810791,-4.9451446533203125,-0.20487533509731293,2.0483200550079346,0.41989603638648987,fixed-hybrid,0.10595703125,0.607421875,0.0010578124783933163,,12,0.013916015625,16000
2.relu,relu,4.0,2.777454137802124,-1.9946585893630981,-0.21681448817253113,1.3718537092208862,0.3756103515625,fixed-hybrid,0.113525390625,0.6243896484375,0.00043817999539896846,0.0157470703125,12,0.6243896484375,16500
2.tanh,tanh,4.0,3.1086173057556152,-2.342622995376587,-0.09200924634933472,2.232672691345215,0.6538923978805542,fixed-hybrid,0.09375,0.5438232421875,0.0005812150193378329,,12,0.0006103515625,16500
2.silu,silu,4.0,3.5988669395446777,-1.9167139530181885,-0.0060497550293803215,2.509042501449585,0.509379506111145,fixed-hybrid,0.08984375,0.50244140625,0.0005516231758520007,,12,0.0128173828125,16500
3.relu,relu,4.0,3.428288221359253,-2.3469409942626953,-0.35235607624053955,1.3829094171524048,0.27783203125,fixed-hybrid,0.112060546875,0.72216796875,0.0005441659595817327,0.0206298828125,12,0.72216796875,16500
3.tanh,tanh,4.0,3.3734946250915527,-2.540597915649414,-0.02732989192008972,2.2100253105163574,0.5930804014205933,fixed-hybrid,0.0946044921875,0.5128173828125,0.000913419877178967,,12,0.0015869140625,16500
3.silu,silu,4.0,4.645653247833252,-3.9873464107513428,-0.19018927216529846,1.3732717037200928,0.418987900018692,fixed-hybrid,0.117431640625,0.6160888671875,0.0008659050217829645,,12,0.010986328125,16500
4.relu,relu,4.0,2.336003303527832,-1.8213369846343994,-0.35473811626434326,1.369744896888733,0.2457275390625,fixed-hybrid,0.113525390625,0.7542724609375,0.0009316744981333613,0.0299072265625,12,0.7542724609375,16500
4.tanh,tanh,4.0,2.9015982151031494,-1.6185427904129028,0.023776236921548843,1.4896150827407837,0.7531330585479736,fixed-hybrid,0.13525390625,0.48388671875,0.00198122370056808,,12,0.0,16500
4.silu,silu,4.0,5.947193622589111,-4.950160503387451,-0.20217373967170715,2.0573272705078125,0.4195263385772705,fixed-hybrid,0.1043701171875,0.6070556640625,0.0011778280604630709,,12,0.0137939453125,16500
2.relu,relu,4.0,2.7793612480163574,-2.0014305114746094,-0.208584725856781,1.3701874017715454,0.3787841796875,fixed-hybrid,0.1114501953125,0.6212158203125,0.0004900331841781735,0.0172119140625,12,0.6212158203125,17000
2.tanh,tanh,4.0,3.122255563735962,-2.341583490371704,-0.09143934398889542,2.2172515392303467,0.653130292892456,fixed-hybrid,0.0924072265625,0.543701171875,0.0006506198551505804,,12,0.0006103515625,17000
2.silu,silu,4.0,3.6127712726593018,-1.9232525825500488,-0.002430859487503767,2.5119426250457764,0.5105977058410645,fixed-hybrid,0.09326171875,0.500732421875,0.0005774819292128086,,12,0.0125732421875,17000
3.relu,relu,4.0,3.429229736328125,-2.3819940090179443,-0.3458670377731323,1.3796439170837402,0.277587890625,fixed-hybrid,0.11474609375,0.722412109375,0.0005273944698274136,0.020751953125,12,0.722412109375,17000
3.tanh,tanh,4.0,3.3789961338043213,-2.567204475402832,-0.021572601050138474,2.2197508811950684,0.5929993391036987,fixed-hybrid,0.09619140625,0.510009765625,0.0009945768397301435,,12,0.0018310546875,17000
3.silu,silu,4.0,4.700431823730469,-3.999253511428833,-0.19450977444648743,1.3634653091430664,0.4159098267555237,fixed-hybrid,0.1180419921875,0.624755859375,0.0009442585869692266,,12,0.01220703125,17000
4.relu,relu,4.0,2.321849822998047,-1.8177107572555542,-0.3506585359573364,1.3726004362106323,0.2484130859375,fixed-hybrid,0.1124267578125,0.7515869140625,0.0010631289333105087,0.0323486328125,12,0.7515869140625,17000
4.tanh,tanh,4.0,2.922417163848877,-1.5757863521575928,0.022910721600055695,1.4659748077392578,0.7540765404701233,fixed-hybrid,0.1328125,0.4857177734375,0.0022352568339556456,,12,0.0,17000
4.silu,silu,4.0,5.950654029846191,-4.977151393890381,-0.20374616980552673,2.0888195037841797,0.418598473072052,fixed-hybrid,0.1051025390625,0.607666015625,0.0013745130272582173,,12,0.014404296875,17000
2.relu,relu,4.0,2.8025670051574707,-2.0142018795013428,-0.20707015693187714,1.3621317148208618,0.3787841796875,fixed-hybrid,0.11181640625,0.6212158203125,0.0005068005993962288,0.016357421875,12,0.6212158203125,17500
2.tanh,tanh,4.0,3.1379404067993164,-2.3397014141082764,-0.09380345791578293,2.2158164978027344,0.6530006527900696,fixed-hybrid,0.0916748046875,0.5439453125,0.000566731090657413,,12,0.0006103515625,17500
2.silu,silu,4.0,3.6131479740142822,-1.9240080118179321,-0.004327773116528988,2.508596897125244,0.5091753602027893,fixed-hybrid,0.092529296875,0.5020751953125,0.0005357649060897529,,12,0.0137939453125,17500
3.relu,relu,4.0,3.364551305770874,-2.376629590988159,-0.34353402256965637,1.3745476007461548,0.278564453125,fixed-hybrid,0.1158447265625,0.721435546875,0.0005832925089634955,0.0191650390625,12,0.721435546875,17500
3.tanh,tanh,4.0,3.3623080253601074,-2.564976453781128,-0.01690458133816719,2.2061803340911865,0.5915690660476685,fixed-hybrid,0.0972900390625,0.5091552734375,0.0011362087680026889,,12,0.0015869140625,17500
3.silu,silu,4.0,4.723399639129639,-3.980044364929199,-0.19578935205936432,1.3453304767608643,0.4152609407901764,fixed-hybrid,0.1190185546875,0.621337890625,0.0010460778139531612,,12,0.011962890625,17500
4.relu,relu,4.0,2.3199942111968994,-1.8230928182601929,-0.35227149724960327,1.3562129735946655,0.2474365234375,fixed-hybrid,0.1129150390625,0.7525634765625,0.0011962978169322014,0.031982421875,12,0.7525634765625,17500
4.tanh,tanh,4.0,2.9367940425872803,-1.6028400659561157,0.017764054238796234,1.442644715309143,0.7537937164306641,fixed-hybrid,0.12939453125,0.488037109375,0.002391194924712181,,12,0.0,17500
4.silu,silu,4.0,5.945459842681885,-4.935931205749512,-0.20074519515037537,2.1012539863586426,0.42001304030418396,fixed-hybrid,0.1082763671875,0.6082763671875,0.0015270464355126023,,12,0.015380859375,17500
2.relu,relu,4.0,2.792473554611206,-2.0126309394836426,-0.21015621721744537,1.3661118745803833,0.3780517578125,fixed-hybrid,0.1131591796875,0.6219482421875,0.0005162883899174631,0.01513671875,12,0.6219482421875,18000
2.tanh,tanh,4.0,3.107383966445923,-2.3372912406921387,-0.08897028118371964,2.2045159339904785,0.652957022190094,fixed-hybrid,0.0924072265625,0.5430908203125,0.0005799199570901692,,12,0.0006103515625,18000
2.silu,silu,4.0,3.6223714351654053,-1.9166196584701538,-0.004158390685915947,2.5161068439483643,0.5088587999343872,fixed-hybrid,0.093017578125,0.5013427734375,0.0005335683235898614,,12,0.012451171875,18000
3.relu,relu,4.0,3.3228907585144043,-2.3486433029174805,-0.34041985869407654,1.3480726480484009,0.278564453125,fixed-hybrid,0.113525390625,0.721435546875,0.0005797205958515406,0.0179443359375,12,0.721435546875,18000
3.tanh,tanh,4.0,3.3774914741516113,-2.555384874343872,-0.011087928898632526,2.215662717819214,0.5912607312202454,fixed-hybrid,0.0970458984375,0.5062255859375,0.00100003182888031,,12,0.0018310546875,18000
3.silu,silu,4.0,4.729051113128662,-3.9964993000030518,-0.18727272748947144,1.346198320388794,0.41625338792800903,fixed-hybrid,0.123779296875,0.62158203125,0.0010493744630366564,,12,0.0118408203125,18000
4.relu,relu,4.0,2.360635995864868,-1.8296583890914917,-0.35254400968551636,1.3851076364517212,0.2467041015625,fixed-hybrid,0.1141357421875,0.7532958984375,0.0010761297307908535,0.0281982421875,12,0.7532958984375,18000
