array,elements,format,gain,margin,mode,mse_e3m4,mse_e4m3,mse_e5m2,seed,step
gradient:2.project.weight,1536,e3m4,4.0,0.766634674252379,adaptive,9.379701040007325e-13,4.019320783821692e-12,1.4500815510877308e-11,14,13700
gradient:2.project.bias,32,e3m4,4.0,0.6525508782537226,adaptive,5.1862894387051514e-12,1.492675938462267e-11,2.7845211920082948e-11,14,13700
gradient:3.expand.weight,1536,e3m4,4.0,0.7364242847654662,adaptive,1.9784081521493277e-13,7.506033514464367e-13,3.201410739448532e-12,14,13700
gradient:3.expand.bias,48,e3m4,4.0,0.8320025538171811,adaptive,1.1122684382856303e-12,6.620746109885701e-12,2.354432449611223e-11,14,13700
gradient:3.project.weight,1536,e3m4,4.0,0.7697243665853432,adaptive,9.993424176171942e-13,4.339766230574991e-12,1.393162436606508e-11,14,13700
gradient:3.project.bias,32,e3m4,4.0,0.7039516317696973,adaptive,3.1064093335467632e-12,1.0492911520222322e-11,7.419402666645731e-11,14,13700
gradient:4.expand.weight,1536,e3m4,4.0,0.6152985859614676,adaptive,3.851585195484955e-13,1.001188208551574e-12,3.915158992734954e-12,14,13700
gradient:4.expand.bias,48,e3m4,4.0,0.8927297884708052,adaptive,1.0258183860873432e-12,9.56293803716565e-12,2.2682764593211357e-11,14,13700
gradient:4.project.weight,1536,e3m4,4.0,0.7593612712183733,adaptive,9.314788300785977e-13,3.8708600016080116e-12,1.4081786558276467e-11,14,13700
gradient:4.project.bias,32,e3m4,4.0,0.867661780999503,adaptive,3.0632078147635815e-12,2.3146811540149838e-11,1.0441083656321435e-10,14,13700
gradient:5.weight,32,e3m4,4.0,0.6382265931014681,adaptive,1.1602776518739398e-10,3.2071944199020906e-10,1.5701211386748468e-09,14,13700
gradient:5.bias,1,e3m4,4.0,0.7811628598267134,adaptive,1.5135862954152902e-09,6.916496414716231e-09,2.5912998563809662e-08,14,13700
weight:1.weight,576,e3m4,4.0,0.7150433815849677,adaptive,2.888487113924193e-06,1.0136585456377023e-05,3.939848212138581e-05,14,13800
weight:1.bias,32,e3m4,4.0,0.8046832118387319,adaptive,1.6759644943520335e-06,8.580749817410638e-06,5.696433863638939e-05,14,13800
weight:2.expand.weight,1536,e3m4,4.0,0.7367513585108693,adaptive,1.8734790163226084e-06,7.116766133055097e-06,2.781009553345884e-05,14,13800
weight:2.expand.bias,48,e3m4,4.0,0.732227626611433,adaptive,2.3789734969089765e-06,8.884312697399988e-06,3.519038059582207e-05,14,13800
weight:2.project.weight,1536,e3m4,4.0,0.76001511854576,adaptive,1.1485070743091526e-06,4.785747616056175e-06,1.774704274631436e-05,14,13800
weight:2.project.bias,32,e3m4,4.0,0.7036261902628533,adaptive,1.8041636714791797e-06,6.087459863876936e-06,2.3083448835634406e-05,14,13800
weight:3.expand.weight,1536,e3m4,4.0,0.7318800761907371,adaptive,1.8621458220436342e-06,6.9451974906883125e-06,2.8509545762064418e-05,14,13800
weight:3.expand.bias,48,e3m4,4.0,0.7237326398062807,adaptive,2.285621798356006e-06,8.273224157762695e-06,2.258756675078747e-05,14,13800
weight:3.project.weight,1536,e3m4,4.0,0.7246180359165681,adaptive,1.2896672994885269e-06,4.683194499614358e-06,1.747355703417844e-05,14,13800
weight:3.project.bias,32,e3m4,4.0,0.8311832251000283,adaptive,7.670162641046545e-07,4.543483694432211e-06,2.5809566256908852e-05,14,13800
weight:4.expand.weight,1536,e3m4,4.0,0.7052782429597807,adaptive,1.9783565975789123e-06,6.712624875227434e-06,2.8793932520759064e-05,14,13800
weight:4.expand.bias,48,e3m4,4.0,0.7707468970218252,adaptive,1.7464458988647778e-06,7.6179815068022946e-06,3.3777929331350446e-05,14,13800
weight:4.project.weight,1536,e3m4,4.0,0.7215723422683957,adaptive,1.3380986327437678e-06,4.8059113223358505e-06,1.9662406161889934e-05,14,13800
weight:4.project.bias,32,e3m4,4.0,0.6055906127605085,adaptive,1.1292305641035037e-06,2.863092514118629e-06,8.111086581877184e-06,14,13800
weight:5.weight,32,e3m4,4.0,0.61917285484746,adaptive,6.890006911566805e-07,1.8092215849810335e-06,1.1833099405212098e-05,14,13800
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.6542799563267216e-06,2.6542799563267216e-06,3.8233247028396367e-05,14,13800
gradient:1.weight,576,e3m4,4.0,0.7624742258480143,adaptive,3.6025099847060385e-12,1.516681714886612e-11,5.0896052310798655e-11,14,13800
gradient:1.bias,32,e3m4,4.0,0.777557530508956,adaptive,1.4996323714079493e-11,6.741663922537633e-11,3.650369042197051e-10,14,13800
gradient:2.expand.weight,1536,e3m4,4.0,0.8052609506386315,adaptive,2.26724819225324e-13,1.164249388958456e-12,4.4877196243491e-12,14,13800
gradient:2.expand.bias,48,e3m4,4.0,0.4614441115442662,adaptive,4.089977602733483e-12,7.594341999418423e-12,6.310350996288725e-11,14,13800
gradient:2.project.weight,1536,e3m4,4.0,0.7293760551840369,adaptive,1.6333579550346379e-12,6.035526369055766e-12,2.3426621761948837e-11,14,13800
gradient:2.project.bias,32,e3m4,4.0,0.5318415083052923,adaptive,1.1820485090408492e-11,2.5248896047189047e-11,9.516604030403686e-11,14,13800
gradient:3.expand.weight,1536,e3m4,4.0,0.6496423358105787,adaptive,3.598561434002371e-13,1.0271108075594446e-12,4.890435103703294e-12,14,13800
gradient:3.expand.bias,48,e3m4,4.0,0.6182589178384754,adaptive,2.467071737140702e-12,6.462683353783808e-12,2.8045822907379836e-11,14,13800
gradient:3.project.weight,1536,e3m4,4.0,0.8195929501190299,adaptive,1.1014035168383518e-12,6.1051024201384646e-12,2.103236175904862e-11,14,13800
gradient:3.project.bias,32,e3m4,4.0,0.8555760300831456,adaptive,3.860703921236726e-12,2.673173936057396e-11,9.363786874811212e-11,14,13800
gradient:4.expand.weight,1536,e3m4,4.0,0.7101752568010027,adaptive,5.077854366827854e-13,1.7520430832716507e-12,4.807133767072835e-12,14,13800
gradient:4.expand.bias,48,e3m4,4.0,0.5965839675788178,adaptive,4.86464932837506e-12,1.205864154475689e-11,2.986132598252052e-11,14,13800
gradient:4.project.weight,1536,e3m4,4.0,0.7301294062008629,adaptive,1.3745340199997967e-12,5.0933078726719416e-12,2.0947390668471325e-11,14,13800
gradient:4.project.bias,32,e3m4,4.0,0.9287594730872264,adaptive,3.0384344458962174e-12,4.2650364582738925e-11,1.6246023716344303e-10,14,13800
gradient:5.weight,32,e3m4,4.0,0.6064139029733542,adaptive,1.299943186620338e-10,3.302817849616095e-10,1.9349963519180984e-09,14,13800
gradient:5.bias,1,e3m4,4.0,0.6214289383773945,adaptive,2.1620772264543953e-09,5.7111529264478045e-09,2.84153239141563e-08,14,13800
weight:1.weight,576,e3m4,4.0,0.7153239076383006,adaptive,2.873429762000815e-06,1.0093681342056417e-05,3.9200251180112494e-05,14,13900
weight:1.bias,32,e3m4,4.0,0.8099114839923665,adaptive,1.608932670671111e-06,8.464123475015713e-06,5.7214813004713124e-05,14,13900
weight:2.expand.weight,1536,e3m4,4.0,0.7346108570779433,adaptive,1.913025697639198e-06,7.208379651766848e-06,2.7820493600328957e-05,14,13900
weight:2.expand.bias,48,e3m4,4.0,0.7450190816221236,adaptive,2.3826809285592822e-06,9.344546030021744e-06,3.5300371427756814e-05,14,13900
weight:2.project.weight,1536,e3m4,4.0,0.7578931939670857,adaptive,1.152115340292148e-06,4.758706949095509e-06,1.78233497463104e-05,14,13900
weight:2.project.bias,32,e3m4,4.0,0.7119872038334938,adaptive,1.7643753930308612e-06,6.126031261509781e-06,2.305533358062283e-05,14,13900
weight:3.expand.weight,1536,e3m4,4.0,0.7263587763618666,adaptive,1.8860268200018447e-06,6.892334403883349e-06,2.849312552463568e-05,14,13900
weight:3.expand.bias,48,e3m4,4.0,0.752380967147067,adaptive,2.0665593862356968e-06,8.345721095934807e-06,2.233030065371087e-05,14,13900
weight:3.project.weight,1536,e3m4,4.0,0.7235011133652866,adaptive,1.3004907793530183e-06,4.703421395946215e-06,1.747691067097013e-05,14,13900
weight:3.project.bias,32,e3m4,4.0,0.8445501113712824,adaptive,7.138069218102589e-07,4.5918779878649036e-06,2.6154911604310085e-05,14,13900
weight:4.expand.weight,1536,e3m4,4.0,0.7064356014394676,adaptive,1.978083665036167e-06,6.7381592411597885e-06,2.8825889764602365e-05,14,13900
weight:4.expand.bias,48,e3m4,4.0,0.7811672506945391,adaptive,1.683735768592682e-06,7.694167230163595e-06,3.384690159051541e-05,14,13900
weight:4.project.weight,1536,e3m4,4.0,0.7176757125506825,adaptive,1.3485577871292176e-06,4.776626904163566e-06,1.9628516806177842e-05,14,13900
weight:4.project.bias,32,e3m4,4.0,0.6050865575436897,adaptive,1.152925463413293e-06,2.919438386908904e-06,8.097234925100519e-06,14,13900
weight:5.weight,32,e3m4,4.0,0.6394289274744513,adaptive,6.762109888537821e-07,1.8753889049318246e-06,1.1805785843460754e-05,14,13900
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.6153139174311946e-06,2.6153139174311946e-06,3.838182607296403e-05,14,13900
gradient:1.weight,576,e3m4,4.0,0.7891186658040428,adaptive,1.3311094066039683e-12,6.312125308193763e-12,2.162444930238874e-11,14,13900
gradient:1.bias,32,e3m4,4.0,0.7507126257017058,adaptive,1.5673859838419225e-11,6.287466375920058e-11,4.837577403865391e-10,14,13900
gradient:2.expand.weight,1536,e3m4,4.0,0.7832726251055534,adaptive,1.8683138580974173e-13,8.620571623715503e-13,3.064662313273842e-12,14,13900
gradient:2.expand.bias,48,e3m4,4.0,0.7458414829378189,adaptive,3.739578343884705e-12,1.4713566899549536e-11,8.40628786857719e-11,14,13900
gradient:2.project.weight,1536,e3m4,4.0,0.7323469002338514,adaptive,7.351649484695222e-13,2.7467081424121138e-12,1.0244790443842493e-11,14,13900
gradient:2.project.bias,32,e3m4,4.0,0.7814038163995247,adaptive,4.400815835199215e-12,2.013217139802639e-11,1.0953946763468627e-10,14,13900
gradient:3.expand.weight,1536,e3m4,4.0,0.8004978192310934,adaptive,1.258813819707925e-13,6.309774734573318e-13,2.406606851360435e-12,14,13900
gradient:3.expand.bias,48,e3m4,4.0,0.5630679455397445,adaptive,1.4923527285295342e-12,3.415525854181254e-12,2.2876871161182113e-11,14,13900
gradient:3.project.weight,1536,e3m4,4.0,0.7315818464200652,adaptive,6.865706766459847e-13,2.557839950424681e-12,9.413363900836866e-12,14,13900
gradient:3.project.bias,32,e3m4,4.0,0.880254053008829,adaptive,2.1548793539854744e-12,1.7995426218010997e-11,3.5704859001631003e-11,14,13900
gradient:4.expand.weight,1536,e3m4,4.0,0.7915313197609924,adaptive,2.424115185507407e-13,1.1628198455174073e-12,3.695024068527627e-12,14,13900
gradient:4.expand.bias,48,e3m4,4.0,0.8269609968559983,adaptive,1.4644570811354564e-12,8.463161798942789e-12,2.482165249587798e-11,14,13900
gradient:4.project.weight,1536,e3m4,4.0,0.7128008811043655,adaptive,9.838506108978386e-13,3.425674196637632e-12,1.1852650182790289e-11,14,13900
gradient:4.project.bias,32,e3m4,4.0,0.8797960385870826,adaptive,4.449170585766859e-12,3.701351048226551e-11,7.962667174579272e-11,14,13900
gradient:5.weight,32,e3m4,4.0,0.6710681534417074,adaptive,1.8258253921982325e-10,5.550771113537235e-10,3.4921434415695143e-09,14,13900
gradient:5.bias,1,e3m4,4.0,0.764930435182645,adaptive,1.5887565588210834e-09,6.758665504211572e-09,6.758665504211572e-09,14,13900
weight:1.weight,576,e3m4,4.0,0.7159589462410423,adaptive,2.8681236933118017e-06,1.0097567430325556e-05,3.922023190444197e-05,14,14000
weight:1.bias,32,e3m4,4.0,0.8130552207562395,adaptive,1.5657316703292798e-06,8.375369864101396e-06,5.7433439726541275e-05,14,14000
weight:2.expand.weight,1536,e3m4,4.0,0.7331620113808865,adaptive,1.918650867767928e-06,7.190321279578464e-06,2.7770450890749003e-05,14,14000
weight:2.expand.bias,48,e3m4,4.0,0.7628408246410763,adaptive,2.2624325811079447e-06,9.53972190906766e-06,3.561935651739018e-05,14,14000
weight:2.project.weight,1536,e3m4,4.0,0.7587359588214919,adaptive,1.1581434902011286e-06,4.800315391153685e-06,1.7799854838738024e-05,14,14000
weight:2.project.bias,32,e3m4,4.0,0.7147572333415799,adaptive,1.7509721900624712e-06,6.138533189026562e-06,2.3011294112574065e-05,14,14000
weight:3.expand.weight,1536,e3m4,4.0,0.7302970801481236,adaptive,1.8686771816105794e-06,6.928650170479708e-06,2.8525150794600167e-05,14,14000
weight:3.expand.bias,48,e3m4,4.0,0.7437965613596931,adaptive,2.133983406171873e-06,8.32925357090093e-06,2.2422656943229267e-05,14,14000
weight:3.project.weight,1536,e3m4,4.0,0.7307969437123852,adaptive,1.2709206341638434e-06,4.721048310855728e-06,1.747909468930413e-05,14,14000
weight:3.project.bias,32,e3m4,4.0,0.8399456113367504,adaptive,7.251853972898878e-07,4.530868558785098e-06,2.6065577091618333e-05,14,14000
weight:4.expand.weight,1536,e3m4,4.0,0.7091839339095766,adaptive,1.9602708800807666e-06,6.74058660662599e-06,2.887084012943968e-05,14,14000
weight:4.expand.bias,48,e3m4,4.0,0.7701892780302786,adaptive,1.747104119881543e-06,7.6023612166874055e-06,3.3620610767528384e-05,14,14000
weight:4.project.weight,1536,e3m4,4.0,0.7148923785245856,adaptive,1.3566077264581956e-06,4.7582303111991e-06,1.9604082306374248e-05,14,14000
weight:4.project.bias,32,e3m4,4.0,0.6093160890277468,adaptive,1.1477151245095846e-06,2.9377076769130034e-06,8.108845804392938e-06,14,14000
weight:5.weight,32,e3m4,4.0,0.6095524529510163,adaptive,7.101679197021842e-07,1.8188561435963894e-06,1.1809555071305153e-05,14,14000
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.7742718136658517e-06,2.7742718136658517e-06,3.778420079264544e-05,14,14000
gradient:1.weight,576,e3m4,4.0,0.6848767015246996,adaptive,3.855503388419746e-12,1.2234904264693535e-11,5.6847222562864775e-11,14,14000
gradient:1.bias,32,e3m4,4.0,0.7701188390445994,adaptive,4.469022598113443e-12,1.9440577816554886e-11,8.067795323013576e-11,14,14000
gradient:2.expand.weight,1536,e3m4,4.0,0.7363340939456401,adaptive,2.085223217283664e-13,7.908581160484795e-13,3.1409164643442475e-12,14,14000
gradient:2.expand.bias,48,e3m4,4.0,0.6762014511460211,adaptive,1.355733966621221e-12,4.186967395065773e-12,1.6696768931498266e-11,14,14000
gradient:2.project.weight,1536,e3m4,4.0,0.7309043019902509,adaptive,6.682987001181733e-13,2.4834982686864118e-12,9.614594980201068e-12,14,14000
gradient:2.project.bias,32,e3m4,4.0,0.8611406106851434,adaptive,1.3443762797982734e-12,9.681565549377204e-12,4.833865627501438e-11,14,14000
gradient:3.expand.weight,1536,e3m4,4.0,0.7364745846292214,adaptive,1.2182908215332573e-13,4.623048671867683e-13,1.876824542466176e-12,14,14000
gradient:3.expand.bias,48,e3m4,4.0,0.3313495203525129,adaptive,8.245016474719695e-13,1.2330831616342325e-12,1.4235746547193196e-11,14,14000
gradient:3.project.weight,1536,e3m4,4.0,0.767511525817908,adaptive,4.610274765688178e-13,1.983012182392006e-12,8.479888473369826e-12,14,14000
gradient:3.project.bias,32,e3m4,4.0,0.8405090109890908,adaptive,1.899634387306085e-12,1.1910606355172514e-11,2.5535554078183886e-11,14,14000
gradient:4.expand.weight,1536,e3m4,4.0,0.6566733415807092,adaptive,1.793891401758343e-13,5.225027995255576e-13,3.11044213320728e-12,14,14000
gradient:4.expand.bias,48,e3m4,4.0,0.5006314528869126,adaptive,6.711238644987433e-13,1.3439450049038832e-12,2.5770907790216966e-11,14,14000
gradient:4.project.weight,1536,e3m4,4.0,0.7293334704898212,adaptive,7.404915580232338e-13,2.7358076351859623e-12,1.1886708815714556e-11,14,14000
gradient:4.project.bias,32,e3m4,4.0,0.7650627977217767,adaptive,1.7145672930632663e-12,7.297981232588261e-12,3.742322368889827e-11,14,14000
gradient:5.weight,32,e3m4,4.0,0.8004097452167364,adaptive,5.543364303297204e-11,2.777372226573276e-10,1.0744944314781029e-09,14,14000
gradient:5.bias,1,e3m4,4.0,0.951931163400766,adaptive,4.818379464952699e-10,1.0023915296983668e-08,1.0023915296983668e-08,14,14000
weight:1.weight,576,e3m4,4.0,0.7167820324834405,adaptive,2.8943318516252264e-06,1.0219449977007542e-05,3.9029894046803396e-05,14,14100
weight:1.bias,32,e3m4,4.0,0.8107569085662553,adaptive,1.5508832856828874e-06,8.19519103145629e-06,5.742601531977178e-05,14,14100
weight:2.expand.weight,1536,e3m4,4.0,0.7330009440158918,adaptive,1.944370695188169e-06,7.282312995533205e-06,2.775253203651142e-05,14,14100
weight:2.expand.bias,48,e3m4,4.0,0.7725550442924549,adaptive,2.2077837007649805e-06,9.706892350709279e-06,3.519222065008872e-05,14,14100
weight:2.project.weight,1536,e3m4,4.0,0.7514072821576058,adaptive,1.1757351069968615e-06,4.729563750705957e-06,1.7828066051991753e-05,14,14100
weight:2.project.bias,32,e3m4,4.0,0.7214555172058699,adaptive,1.7392426413833157e-06,6.244039099021665e-06,2.2772399219581802e-05,14,14100
weight:3.expand.weight,1536,e3m4,4.0,0.7350757297721398,adaptive,1.8394828495267688e-06,6.943428957809857e-06,2.8651753576617876e-05,14,14100
weight:3.expand.bias,48,e3m4,4.0,0.7178908080996823,adaptive,2.2410888409506414e-06,7.944047571985965e-06,2.33391522569795e-05,14,14100
weight:3.project.weight,1536,e3m4,4.0,0.7301934736209587,adaptive,1.2756366652266436e-06,4.7279681568360135e-06,1.757180475310416e-05,14,14100
weight:3.project.bias,32,e3m4,4.0,0.8422630084126169,adaptive,7.127626950689625e-07,4.518678135649028e-06,2.6061868506825052e-05,14,14100
weight:4.expand.weight,1536,e3m4,4.0,0.708729551112037,adaptive,1.959095489332536e-06,6.726035877694206e-06,2.8732565541978982e-05,14,14100
weight:4.expand.bias,48,e3m4,4.0,0.7800674559157912,adaptive,1.7410053403690531e-06,7.916087851475264e-06,3.2963282354241275e-05,14,14100
weight:4.project.weight,1536,e3m4,4.0,0.717120590114294,adaptive,1.3513683315951437e-06,4.777188739686454e-06,1.9580804900024336e-05,14,14100
weight:4.project.bias,32,e3m4,4.0,0.6099565149291984,adaptive,1.1569916354870358e-06,2.9663144745950987e-06,8.103864280617533e-06,14,14100
weight:5.weight,32,e3m4,4.0,0.599629541204316,adaptive,7.157066935490614e-07,1.7876111431945058e-06,1.1824582745484174e-05,14,14100
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.7181928183850346e-06,2.7181928183850346e-06,3.799250099323359e-05,14,14100
gradient:1.weight,576,e3m4,4.0,0.7648447642506743,adaptive,2.437272246810123e-12,1.0364524689589484e-11,4.354178399718556e-11,14,14100
gradient:1.bias,32,e3m4,4.0,0.8724898609092199,adaptive,7.091983890406155e-12,5.5618980113864174e-11,3.136007375982354e-10,14,14100
gradient:2.expand.weight,1536,e3m4,4.0,0.7524335971408966,adaptive,2.3853890901124146e-13,9.635350607206597e-13,3.852406785604814e-12,14,14100
gradient:2.expand.bias,48,e3m4,4.0,0.8295921608455921,adaptive,2.4434362082847552e-12,1.4338754721669451e-11,5.107488456164896e-11,14,14100
gradient:2.project.weight,1536,e3m4,4.0,0.7549209309968675,adaptive,1.6644664449172567e-12,6.79154875072576e-12,2.0266681610915577e-11,14,14100
gradient:2.project.bias,32,e3m4,4.0,0.7600040382948658,adaptive,6.824210710318218e-12,2.843468974158256e-11,6.700441083474908e-11,14,14100
gradient:3.expand.weight,1536,e3m4,4.0,0.7583073813979806,adaptive,2.5851638032597047e-13,1.0696080907280572e-12,3.566329614752705e-12,14,14100
gradient:3.expand.bias,48,e3m4,4.0,0.7918640605159909,adaptive,1.1973987946304999e-12,5.75296509386595e-12,1.4811339160732598e-11,14,14100
gradient:3.project.weight,1536,e3m4,4.0,0.7459022762338825,adaptive,1.418142569260516e-12,5.581091196888624e-12,2.590175907641645e-11,14,14100
gradient:3.project.bias,32,e3m4,4.0,0.44823464994267503,adaptive,8.23592038926695e-12,1.4926490741782334e-11,7.420848963439722e-11,14,14100
gradient:4.expand.weight,1536,e3m4,4.0,0.6275191319774639,adaptive,7.70853776485468e-13,2.0695124036245244e-12,9.419292592092039e-12,14,14100
gradient:4.expand.bias,48,e3m4,4.0,0.6565204772183489,adaptive,2.8901527984049504e-12,8.414337993133325e-12,9.953030123951248e-11,14,14100
gradient:4.project.weight,1536,e3m4,4.0,0.7146848857768607,adaptive,2.15744632201356e-12,7.561626477054646e-12,3.9716202824339407e-11,14,14100
gradient:4.project.bias,32,e3m4,4.0,0.6831753114577187,adaptive,7.954551162279633e-12,2.5107106390220826e-11,1.7372367878074888e-10,14,14100
gradient:5.weight,32,e3m4,4.0,0.7472856389106424,adaptive,4.851819545278602e-10,1.9198827974651743e-09,9.286512853425673e-09,14,14100
gradient:5.bias,1,e3m4,4.0,0.6413863309826638,adaptive,2.0904268789611637e-09,5.829189067693089e-09,5.829189067693089e-09,14,14100
weight:1.weight,576,e3m4,4.0,0.7148910301849456,adaptive,2.9335982918599955e-06,1.0289393188025525e-05,3.9123403375024875e-05,14,14200
weight:1.bias,32,e3m4,4.0,0.8141494872806967,adaptive,1.5255702506271514e-06,8.208587796210576e-06,5.750286866673714e-05,14,14200
weight:2.expand.weight,1536,e3m4,4.0,0.7253060927752919,adaptive,1.998120650659708e-06,7.273989695829634e-06,2.785746861806131e-05,14,14200
weight:2.expand.bias,48,e3m4,4.0,0.7726766051628774,adaptive,2.22972227107409e-06,9.808591292029964e-06,3.52991143496996e-05,14,14200
weight:2.project.weight,1536,e3m4,4.0,0.7523901424958364,adaptive,1.1706510807321904e-06,4.727804831891661e-06,1.7851168424370424e-05,14,14200
weight:2.project.bias,32,e3m4,4.0,0.7103260400408221,adaptive,1.7763071050385545e-06,6.132091076770862e-06,2.262166112040269e-05,14,14200
weight:3.expand.weight,1536,e3m4,4.0,0.7353354603899456,adaptive,1.8438328341020011e-06,6.966678788245023e-06,2.857687148986693e-05,14,14200
weight:3.expand.bias,48,e3m4,4.0,0.7099515294327832,adaptive,2.2616120478443744e-06,7.79735898424695e-06,2.370104761397656e-05,14,14200
weight:3.project.weight,1536,e3m4,4.0,0.7352358452004251,adaptive,1.25775075656328e-06,4.75045709082255e-06,1.7560871183235033e-05,14,14200
weight:3.project.bias,32,e3m4,4.0,0.839513673017442,adaptive,7.128771941803533e-07,4.4419808689236814e-06,2.625896417509023e-05,14,14200
weight:4.expand.weight,1536,e3m4,4.0,0.711940450518108,adaptive,1.9291759409207503e-06,6.697142810889599e-06,2.877689745660481e-05,14,14200
weight:4.expand.bias,48,e3m4,4.0,0.7810722309140297,adaptive,1.7636540928449506e-06,8.055872035823765e-06,3.3074810555110846e-05,14,14200
weight:4.project.weight,1536,e3m4,4.0,0.7182492204720599,adaptive,1.3437157886649444e-06,4.769164404500584e-06,1.9591080767198477e-05,14,14200
weight:4.project.bias,32,e3m4,4.0,0.6165818545099218,adaptive,1.154475028680409e-06,3.0110078050812634e-06,8.082907327671947e-06,14,14200
weight:5.weight,32,e3m4,4.0,0.5913461530820506,adaptive,7.237370620197684e-07,1.771027160219251e-06,1.1852866274881012e-05,14,14200
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.7441732731170454e-06,2.7441732731170454e-06,3.7895663283438186e-05,14,14200
gradient:1.weight,576,e3m4,4.0,0.7340776537585688,adaptive,1.9856093492341803e-12,7.466876617550013e-12,3.5168203602501326e-11,14,14200
gradient:1.bias,32,e3m4,4.0,0.7669659161242603,adaptive,4.0183999543917845e-12,1.7243829261193003e-11,8.002191357705685e-11,14,14200
gradient:2.expand.weight,1536,e3m4,4.0,0.7162906177573233,adaptive,2.2829929776152067e-13,8.046942119321245e-13,3.398521124486491e-12,14,14200
gradient:2.expand.bias,48,e3m4,4.0,0.8496744566502812,adaptive,1.1378400019762586e-12,7.56917272089399e-12,3.7431772307963364e-11,14,14200
gradient:2.project.weight,1536,e3m4,4.0,0.7163463361797273,adaptive,9.875039721527357e-13,3.4813721735617468e-12,1.486822314274007e-11,14,14200
gradient:2.project.bias,32,e3m4,4.0,0.6370277774717331,adaptive,2.86975374824852e-12,7.906262711398073e-12,3.4219024494499186e-11,14,14200
gradient:3.expand.weight,1536,e3m4,4.0,0.7267101238838489,adaptive,3.2128192209490016e-13,1.1756085759955192e-12,4.0862149893272915e-12,14,14200
gradient:3.expand.bias,48,e3m4,4.0,0.906828267489262,adaptive,7.246326535773099e-13,7.777387347539088e-12,1.5714756653649338e-11,14,14200
gradient:3.project.weight,1536,e3m4,4.0,0.7453925524280386,adaptive,1.214125971483142e-12,4.768619233496637e-12,1.8667848842579394e-11,14,14200
gradient:3.project.bias,32,e3m4,4.0,0.5508862098305328,adaptive,7.965856566962854e-13,1.7736833607262522e-12,7.443826547014645e-12,14,14200
gradient:4.expand.weight,1536,e3m4,4.0,0.82236034410572,adaptive,5.245535005568669e-13,2.9529076597009865e-12,9.128969755236643e-12,14,14200
gradient:4.expand.bias,48,e3m4,4.0,0.5254186106351579,adaptive,1.8102720059058465e-12,3.8144605887909585e-12,9.985697143150334e-12,14,14200
gradient:4.project.weight,1536,e3m4,4.0,0.7859874559807272,adaptive,1.0195023555032364e-12,4.763750462269283e-12,1.7931258500434418e-11,14,14200
gradient:4.project.bias,32,e3m4,4.0,0.7864895432746939,adaptive,8.402412675346239e-13,3.935363543414851e-12,1.0658932283616849e-11,14,14200
gradient:5.weight,32,e3m4,4.0,0.22448514549589885,adaptive,7.933108684400974e-10,1.0229473540482675e-09,3.804874254261412e-09,14,14200
gradient:5.bias,1,e4m3,4.0,0.0,adaptive,1.182609240570065e-11,1.182609240570065e-11,1.4073409989679223e-08,14,14200
weight:1.weight,576,e3m4,4.0,0.7145013635125886,adaptive,2.92805015729453e-06,1.0255916432104005e-05,3.917127761038545e-05,14,14300
weight:1.bias,32,e3m4,4.0,0.8085784326702058,adaptive,1.552480847117157e-06,8.110271317768683e-06,5.722818593158522e-05,14,14300
weight:2.expand.weight,1536,e3m4,4.0,0.7299327009796848,adaptive,1.9824394163327816e-06,7.340538538076231e-06,2.7825054719468643e-05,14,14300
weight:2.expand.bias,48,e3m4,4.0,0.7704691201124261,adaptive,2.230955201122325e-06,9.719629891259357e-06,3.569415071050162e-05,14,14300
weight:2.project.weight,1536,e3m4,4.0,0.7527351244118876,adaptive,1.1699280921973113e-06,4.731477082681766e-06,1.790557671252063e-05,14,14300
weight:2.project.bias,32,e3m4,4.0,0.7240739591627936,adaptive,1.7068891040069982e-06,6.186038471860095e-06,2.2506288625827304e-05,14,14300
weight:3.expand.weight,1536,e3m4,4.0,0.7396323081385098,adaptive,1.8254390762952725e-06,7.011004565291323e-06,2.8479463999794678e-05,14,14300
weight:3.expand.bias,48,e3m4,4.0,0.7000493460303963,adaptive,2.2966189932808146e-06,7.656656062878756e-06,2.3524052613932752e-05,14,14300
weight:3.project.weight,1536,e3m4,4.0,0.7341491943528272,adaptive,1.2497650469363298e-06,4.701001540672292e-06,1.754393064542401e-05,14,14300
weight:3.project.bias,32,e3m4,4.0,0.8478037987931971,adaptive,6.725523884098511e-07,4.4189827543461e-06,2.655893719301744e-05,14,14300
weight:4.expand.weight,1536,e3m4,4.0,0.7150332259669403,adaptive,1.8995083584428106e-06,6.665718713657626e-06,2.8838301165406196e-05,14,14300
weight:4.expand.bias,48,e3m4,4.0,0.7745333517501516,adaptive,1.8022306231857745e-06,7.993335764625607e-06,3.265200767877178e-05,14,14300
weight:4.project.weight,1536,e3m4,4.0,0.7185885392269777,adaptive,1.338934283343279e-06,4.757923787699683e-06,1.9635247302060094e-05,14,14300
weight:4.project.bias,32,e3m4,4.0,0.6157505633984253,adaptive,1.1653184866647955e-06,3.0327135856625994e-06,8.097362843864425e-06,14,14300
